corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,pkh4.0,mander,19,
qd,pkh4.0,der_küchenchef,17,
qd,pkh4.0,lunica,4,
qd,pkh4.0,die_mädchen,30,
qd,pkh4.0,henry,20,
qd,pkh4.0,dr,21,
qd,pkh4.0,ein_halbwüchsiger_junge,0,
qd,pkh4.0,elfi,12,
qd,pkh4.0,lucinde,9,
qd,pkh4.0,einer_der_diener,29,
qd,pkh4.0,lisiska,22,
qd,pkh4.0,mücke,11,
qd,pkh4.0,fräulein_kopriva,26,
qd,pkh4.0,kitz,7,
qd,pkh4.0,mater_scholastica,27,
qd,pkh4.0,helie,6,
qd,pkh4.0,konzertmeister_windfellner,23,
qd,pkh4.0,astarte,3,
qd,pkh4.0,baron_attendorn,16,
qd,pkh4.0,einer_der_musiker,24,
qd,pkh4.0,der_herr_juwelier,28,
qd,pkh4.0,diener_josé,18,
qd,pkh4.0,liddi,15,
qd,pkh4.0,alle_tänzerinnen,25,
qd,pkh4.0,andere,32,
qd,pkh4.0,schwalbe,13,
qd,pkh4.0,lacerta,8,
qd,pkh4.0,der_junge_pan,2,
qd,pkh4.0,anjelka,14,
qd,pkh4.0,alle_herren,31,
qd,pkh4.0,schwänchen,5,
qd,pkh4.0,tiefsee,1,
qd,pkh4.0,muse,10,
