corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,k7f7.0,matrosen,4,
qd,k7f7.0,chor_der_schlossgeister,5,
qd,k7f7.0,hund,17,
qd,k7f7.0,weissfisch,15,
qd,k7f7.0,ochs,12,
qd,k7f7.0,affe,11,
qd,k7f7.0,teufel,7,
qd,k7f7.0,pferd,19,
qd,k7f7.0,kaiser,0,
qd,k7f7.0,krokodill,9,
qd,k7f7.0,esel,10,
qd,k7f7.0,huhn,14,
qd,k7f7.0,kasper,2,
qd,k7f7.0,hirsch,16,
qd,k7f7.0,die_engel,20,
qd,k7f7.0,storch,18,
qd,k7f7.0,menschen,6,
qd,k7f7.0,matrose,21,
qd,k7f7.0,kaiserin,1,
qd,k7f7.0,biene,13,
qd,k7f7.0,ritter,3,
qd,k7f7.0,thiere,8,
