corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn3v.0,zweiter_küfer,20,
qd,vn3v.0,schaal,36,
qd,vn3v.0,erster_kammerdiener,15,
qd,vn3v.0,erzbischof,8,
qd,vn3v.0,hastings,13,
qd,vn3v.0,prinz_johann,35,
qd,vn3v.0,gower,11,
qd,vn3v.0,lord_bardolph,23,
qd,vn3v.0,northumberland,26,
qd,vn3v.0,schatte,37,
qd,vn3v.0,morton,24,
qd,vn3v.0,könig_heinrich,17,
qd,vn3v.0,dortchen,7,
qd,vn3v.0,schlinge,39,
qd,vn3v.0,bullenkalb,2,
qd,vn3v.0,clarence,4,
qd,vn3v.0,klaue,14,
qd,vn3v.0,gerücht,10,
qd,vn3v.0,bote,1,
qd,vn3v.0,colevile,5,
qd,vn3v.0,erster_küfer,19,
qd,vn3v.0,peto,29,
qd,vn3v.0,travers,42,
qd,vn3v.0,bardolph,0,
qd,vn3v.0,unterbeamter,43,
qd,vn3v.0,warze,45,
qd,vn3v.0,prinz_humphrey,34,
qd,vn3v.0,erster_büttel,3,
qd,vn3v.0,schwächlich,40,
qd,vn3v.0,warwick,44,
qd,vn3v.0,lady_northumberland,21,
qd,vn3v.0,falstaff,9,
qd,vn3v.0,page,28,
qd,vn3v.0,schimmelig,38,
qd,vn3v.0,westmoreland,46,
qd,vn3v.0,oberrichter,27,
qd,vn3v.0,lady_percy,22,
qd,vn3v.0,harcourt,12,
qd,vn3v.0,pistol,31,
qd,vn3v.0,prinz_heinrich,33,
qd,vn3v.0,david,6,
qd,vn3v.0,stille,41,
qd,vn3v.0,poins,32,
qd,vn3v.0,küfer,18,
qd,vn3v.0,zweiter_kammerdiener,16,
qd,vn3v.0,pförtner,30,
qd,vn3v.0,wirtin,47,
qd,vn3v.0,mowbray,25,
