corpus,drama,figure_surface,figure_id,Gender,Age
qd,wd1q.0,ERSTER HERR,erster_herr,,
qd,wd1q.0,VERGISSMEINNICHT,vergissmeinnicht,,
qd,wd1q.0,BEDIENTER,bedienter,,
qd,wd1q.0,POLYKOMIKUS,polykomikus,,
qd,wd1q.0,DANTE,dante,,
qd,wd1q.0,EIN ANDRER,ein_andrer,,
qd,wd1q.0,DER GENERAL,der_general,,
qd,wd1q.0,MANN,mann,,
qd,wd1q.0,ZERBINO,zerbino,,
qd,wd1q.0,GÖTTIN,göttin,,
qd,wd1q.0,CERVANTES,cervantes,,
qd,wd1q.0,DRITTER GESELL,dritter_gesell,,
qd,wd1q.0,LESER,leser,,
qd,wd1q.0,RÄTE,räte,,
qd,wd1q.0,CASPAR,caspar,,
qd,wd1q.0,DIE GEIGE,die_geige,,
qd,wd1q.0,JEREMIAS,jeremias,,
qd,wd1q.0,KÖNIGIN,königin,,
qd,wd1q.0,ERSTEH BEDIENTER,erster_bedienter,,
qd,wd1q.0,ARIOST,ariost,,
qd,wd1q.0,FREMDER DOKTOR,fremder_doktor,,
qd,wd1q.0,HINZE,hinze,,
qd,wd1q.0,SAPPI,sappi,,
qd,wd1q.0,SOPHOKLES,sophokles,,
qd,wd1q.0,GEIGE,geige,,
qd,wd1q.0,DER SPIEGEL,der_spiegel,,
qd,wd1q.0,POET,poet,,
qd,wd1q.0,SETZER,setzer,,
qd,wd1q.0,SATAN,satan,,
qd,wd1q.0,HINZENFELD,hinzenfeld,,
qd,wd1q.0,WALDBRUDER,waldbruder,,
qd,wd1q.0,SCHÜSSELN,andere_schüsseln,,
qd,wd1q.0,MEISTER,meister,,
qd,wd1q.0,ZWEITER BEDIENTER,zweiter_bedienter,,
qd,wd1q.0,ALLGEMEINER CHOR,chor,,
qd,wd1q.0,HELIKANUS,helikanus,,
qd,wd1q.0,MICHEL,michel,,
qd,wd1q.0,MÜLLER,müller,,
qd,wd1q.0,DIE TULPEN,die_tulpen,,
qd,wd1q.0,DIE MÖBEL,die_möbel,,
qd,wd1q.0,HANS SACHS,hans_sachs,,
qd,wd1q.0,TÜRSTEHER,türsteher,,
qd,wd1q.0,DIE GENIEN,die_genien,,
qd,wd1q.0,PETRARCA,petrarca,,
qd,wd1q.0,ERSTE DAME,erste_dame,,
qd,wd1q.0,TROMPETE,trompete,,
qd,wd1q.0,DER WEIN,der_wein,,
qd,wd1q.0,SOLDAT,soldat,,
qd,wd1q.0,DRITTER BÜRGER,dritter_bürger,,
qd,wd1q.0,GENERAL,general,,
qd,wd1q.0,THEON,theon,,
qd,wd1q.0,FRAU,frau,,
qd,wd1q.0,HANSWURST,hanswurst,,
qd,wd1q.0,SELINUS,selinus,,
qd,wd1q.0,HEUKANUS,heukanus,,
qd,wd1q.0,EIN KAPITÄN,ein_kapitän,,
qd,wd1q.0,LILA,lila,,
qd,wd1q.0,DRITTER BEDIENTER,dritter_bedienter,,
qd,wd1q.0,DER GROSSE,der_grosse,,
qd,wd1q.0,BÜRGER,bürger,,
qd,wd1q.0,BERGSTROM,bergstrom,,
qd,wd1q.0,VIERTER BÜRGER,vierter_bürger,,
qd,wd1q.0,WIRTIN,wirtin,,
qd,wd1q.0,DIE FLASCHEN,die_flaschen,,
qd,wd1q.0,WEITER GENIUS,weiter_genius,,
qd,wd1q.0,BAUEN,bauen,,
qd,wd1q.0,BAUER,bauer,,
qd,wd1q.0,WIRT,wirt,,
qd,wd1q.0,VIERTER GESELL,vierter_gesell,,
qd,wd1q.0,FLÖTE,flöte,,
qd,wd1q.0,DIE POETISCHEN,die_poetischen,,
qd,wd1q.0,EIN BÜRGER,ein_bürger,,
qd,wd1q.0,DER BRATEN,der_braten,,
qd,wd1q.0,LILIEN,lilien,,
qd,wd1q.0,SCHMIED,schmied,,
qd,wd1q.0,PETER,peter,,
qd,wd1q.0,ERSTER BÜRGER,erster_bürger,,
qd,wd1q.0,GESELLEN,gesellen,,
qd,wd1q.0,NESTOR,nestor,,
qd,wd1q.0,ERSTER GESELL,erster_gesell,,
qd,wd1q.0,ALTER KÖNIG,alter_könig,,
qd,wd1q.0,DIE HARFE,die_harfe,,
qd,wd1q.0,HELLKANUS,hellkanus,,
qd,wd1q.0,VOGELGESANG,vogelgesang,,
qd,wd1q.0,KÖNIG,könig,,
qd,wd1q.0,DAS HIMMELBLAU,das_himmelblau,,
qd,wd1q.0,DIE BLUMEN,die_blumen,,
qd,wd1q.0,TASSO,tasso,,
qd,wd1q.0,CURIO,curio,,
qd,wd1q.0,ROSEN,rosen,,
qd,wd1q.0,VON HINZENFELD,von_hinzenfeld,,
qd,wd1q.0,ZWEITER BÜRGER,zweiter_bürger,,
qd,wd1q.0,CLEORA,cleora,,
qd,wd1q.0,ARZT,arzt,,
qd,wd1q.0,SOHN,sohn,,
qd,wd1q.0,OBOE,oboe,,
qd,wd1q.0,LYSIPPUS,lysippus,,
qd,wd1q.0,STALLMEISTER,stallmeister,,
qd,wd1q.0,BOTE,bote,,
qd,wd1q.0,HEIDE,heide,,
qd,wd1q.0,DER WALD,der_wald,,
qd,wd1q.0,VATER,vater,,
qd,wd1q.0,SIMONIDES,simonides,,
qd,wd1q.0,KÜSTER BÜRGER,küster_bürger,,
qd,wd1q.0,VEILCHEN,veilchen,,
qd,wd1q.0,ZWEITE DAME,zweite_dame,,
qd,wd1q.0,NATHANAEL,nathanael,,
qd,wd1q.0,EIN SOLDAT,ein_soldat,,
qd,wd1q.0,DIE LEUTE,die_leute,,
qd,wd1q.0,DER TISCH,der_tisch,,
qd,wd1q.0,EIN SCHRANK,ein_schrank,,
qd,wd1q.0,GOZZI,gozzi,,
qd,wd1q.0,SICAMBER,sicamber,,
qd,wd1q.0,EIN JÄGER,ein_jäger,,
qd,wd1q.0,ALLE,alle,,
qd,wd1q.0,DER STUHL,der_stuhl,,
qd,wd1q.0,SCHÄFER,schäfer,,
qd,wd1q.0,DRINNEN,drinnen,,
qd,wd1q.0,VERFASSER,verfasser,,
qd,wd1q.0,ZWEITER GESELL,weiter_gesell,,
qd,wd1q.0,CLEON,cleon,,
qd,wd1q.0,ERSTER GENIUS,erster_genius,,
qd,wd1q.0,DIE GEBÜSCHE,die_gebüsche,,
qd,wd1q.0,DIE QUELLEN,die_quellen,,
qd,wd1q.0,EINIGE IN DER NATION,einige_in_der_nation,,
qd,wd1q.0,LEANDER,leander,,
qd,wd1q.0,DER STARKE,der_starke,,
qd,wd1q.0,DER FESSLER,der_fessler,,
qd,wd1q.0,FELDBLUMEN,feldblumen,,
qd,wd1q.0,DORUS,dorus,,
qd,wd1q.0,GOTTLIEB,gottlieb,,
qd,wd1q.0,BRAMARBAS,bramarbas,,
qd,wd1q.0,WALDHORN,waldhorn,,
qd,wd1q.0,DIE BERGGEISTER,die_berggeister,,
qd,wd1q.0,SHAKESPEARE,shakespeare,,
qd,wd1q.0,DRITTE DAME,dritte_dame,,
qd,wd1q.0,KRITIKER,kritiker,,
qd,wd1q.0,DER STURM,der_sturm,,
