corpus,drama,figure_surface,figure_id,Gender,Age
qd,pm1c.0,GERENOT,gerenot,,
qd,pm1c.0,THÜRING,thüring,,
qd,pm1c.0,HILDEBRANT,hildebrant,,
qd,pm1c.0,DANKWART,dankwart,,
qd,pm1c.0,KRIEMHILD,kriemhild,,
qd,pm1c.0,GISELHER,giselher,,
qd,pm1c.0,WERBEL,werbel,,
qd,pm1c.0,GUNTHER,gunther,,
qd,pm1c.0,HEUNE,ein_heune,,
qd,pm1c.0,RUMOLT,rumolt,,
qd,pm1c.0,RÜDEGER,rüdeger,,
qd,pm1c.0,GUDRUN,gudrun,,
qd,pm1c.0,ETZEL,etzel,,
qd,pm1c.0,IRING,iring,,
qd,pm1c.0,VOLKER,volker,,
qd,pm1c.0,UTE,ute,,
qd,pm1c.0,DIETRICH,dietrich,,
qd,pm1c.0,HAGEN,hagen,,
qd,pm1c.0,PILGRIM,pilgrim,,
qd,pm1c.0,GÖTELINDE,götelinde,,
qd,pm1c.0,KAPLAN,kaplan,,
