corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,x8cf.0,1534,2600,0,1534,2600,0
qd,x8cf.0,2612,28598,0,2626,7224,0
qd,x8cf.0,2612,28598,0,7237,10289,0
qd,x8cf.0,2612,28598,0,10302,28598,0
qd,x8cf.0,28613,31110,0,28613,31110,0
qd,x8cf.0,31123,101213,0,31137,37622,0
qd,x8cf.0,31123,101213,0,37635,45460,0
qd,x8cf.0,31123,101213,0,45473,49889,0
qd,x8cf.0,31123,101213,0,49903,54329,0
qd,x8cf.0,31123,101213,0,64705,68685,0
qd,x8cf.0,31123,101213,0,68698,71095,0
qd,x8cf.0,31123,101213,0,71108,73190,0
qd,x8cf.0,31123,101213,0,73203,74412,0
qd,x8cf.0,31123,101213,0,74425,77090,0
qd,x8cf.0,31123,101213,0,77104,79538,0
qd,x8cf.0,31123,101213,0,79551,101213,0
qd,x8cf.0,101229,103017,0,101229,103017,0
qd,x8cf.0,103029,152794,0,103043,110467,0
qd,x8cf.0,103029,152794,0,110480,123212,0
qd,x8cf.0,103029,152794,0,123225,137690,0
qd,x8cf.0,103029,152794,0,146430,152794,0
