corpus,drama,figure_surface,figure_id,Gender,Age
qd,nmg5.0,EINER DER SCHIFFBRÜCHIGEN,einer_der_schiffbrüchigen,,
qd,nmg5.0,EIN FINNISCHER HAUPTMANN,ein_finnischer_hauptmann,,
qd,nmg5.0,EINE STIMME,eine_stimme,,
qd,nmg5.0,FLÜCHTIGE,flüchtige,,
qd,nmg5.0,HEROLD,herold,,
qd,nmg5.0,USBEK,usbek,,
qd,nmg5.0,UNTEROFFIZIER,unteroffizier,,
qd,nmg5.0,KÖNIG,könig,,
qd,nmg5.0,IRNAK,irnak,,
qd,nmg5.0,SKIOLD,skiold,,
qd,nmg5.0,MEHRERE STIMMEN,mehrere_stimmen,,
qd,nmg5.0,DIE ANWESENDEN KRIEGER,die_anwesenden_krieger,,
qd,nmg5.0,BERDOA,berdoa,,
qd,nmg5.0,TOCKE,tocke,,
qd,nmg5.0,FINNEN,alle_finnen,,
qd,nmg5.0,EINER DER FINNISCHEN HAUPTLEUTE,einer_der_finnischen_hauptleute,,
qd,nmg5.0,EINZELNE STIMMEN,einzelne_stimmen,,
qd,nmg5.0,ARBOGA,arboga,,
qd,nmg5.0,EINE DIRNE,eine_dirne,,
qd,nmg5.0,EINE ANDRE STIMME,eine_andre_stimme,,
qd,nmg5.0,HAUPTMANN,hauptmann,,
qd,nmg5.0,HOLM,holm,,
qd,nmg5.0,DIE ÜBRIGEN SCHWEDISCHEN GROßEN,die_übrigen_schwedischen_großen,,
qd,nmg5.0,DER ALTE HERZOG VON GOTHLAND,der_alte_gothland,,
qd,nmg5.0,DAS JAMMERGESCHREI VERWUNDETER FINNEN,das_jammergeschrei_verwundeter_finnen,,
qd,nmg5.0,GOTHLAND,gothland,,
qd,nmg5.0,ERSTER HAUPTMANN,erster_hauptmann,,
qd,nmg5.0,ERIK,erik,,
qd,nmg5.0,DIE FINNENHAUPTLEUTE,die_finnischen_hauptleute,,
qd,nmg5.0,STIMMEN VON DEM MEERE HER,stimmen_von_dem_meere_her,,
qd,nmg5.0,DIE FLÜCHTIGEN,die_flüchtigen,,
qd,nmg5.0,KANZLER,der_kanzler,,
qd,nmg5.0,ZWEITER HAUPTMANN,zweiter_hauptmann,,
qd,nmg5.0,ROLF,rolf,,
qd,nmg5.0,ROSSAN,rossan,,
qd,nmg5.0,ANDRE,andre,,
qd,nmg5.0,SOLDAT,soldat,,
qd,nmg5.0,DER FINNE,der_finne,,
qd,nmg5.0,EIN SCHWEDISCHER HAUPTMANN,ein_schwedischer_hauptmann,,
qd,nmg5.0,VOLK AUF DER STRASSE,volk_auf_der_strasse,,
qd,nmg5.0,CHOR,chor,,
qd,nmg5.0,BIÖRN,biörn,,
qd,nmg5.0,GUSTAV,gustav,,
qd,nmg5.0,VIELE STIMMEN,viele_stimmen,,
qd,nmg5.0,CÄCILIA,cäcilia,,
qd,nmg5.0,DER SOLDAT,der_soldat,,
