corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,sc8q.0,euridice,8,
qd,sc8q.0,pluto,9,
qd,sc8q.0,danaiden,14,
qd,sc8q.0,sisiphus,16,
qd,sc8q.0,tantalus,15,
qd,sc8q.0,minerva,3,
qd,sc8q.0,orpheus,12,
qd,sc8q.0,merkur,18,
qd,sc8q.0,proserpina,10,
qd,sc8q.0,apollo,2,
qd,sc8q.0,venus,5,
qd,sc8q.0,prometheus,17,
qd,sc8q.0,die_drey_furien,19,
qd,sc8q.0,mars,21,
qd,sc8q.0,ganymed,0,
qd,sc8q.0,chor_der_verdammten,11,
qd,sc8q.0,vulkan,20,
qd,sc8q.0,chor,7,
qd,sc8q.0,cerberus,13,
qd,sc8q.0,juno,6,
qd,sc8q.0,jupiter,1,
qd,sc8q.0,amor,4,
