corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,npsg.0,Des Meeres und der Liebe Wellen,de,"Grillparzer, Franz",118542192,,,1829,0,0,0
