corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x37q.0,sophie,18,
qd,x37q.0,franziska,1,
qd,x37q.0,laurus_bein,14,
qd,x37q.0,herzog,23,
qd,x37q.0,spreizfüsschen,10,
qd,x37q.0,hagelmeier,15,
qd,x37q.0,regisseur,31,
qd,x37q.0,almer,37,
qd,x37q.0,der_regisseur,33,
qd,x37q.0,rohrdommel,8,
qd,x37q.0,dr_hornstein,4,
qd,x37q.0,hohenkemnath,34,
qd,x37q.0,karaminka,16,
qd,x37q.0,dirckens,20,
qd,x37q.0,der_schweinekopf,27,
qd,x37q.0,kiesgräber,9,
qd,x37q.0,das_kind,25,
qd,x37q.0,haglmeier,17,
qd,x37q.0,dr_hofmiller,2,
qd,x37q.0,herzogin,22,
qd,x37q.0,der_diener,35,
qd,x37q.0,gespensterschreck,7,
qd,x37q.0,fahrstuhl,30,
qd,x37q.0,veitralf,36,
qd,x37q.0,pater,21,
qd,x37q.0,der_hundekopf,26,
qd,x37q.0,veit_kunz,6,
qd,x37q.0,kullmann,12,
qd,x37q.0,mausi,11,
qd,x37q.0,lydia,19,
qd,x37q.0,gislind,24,
qd,x37q.0,die_mädchen,32,
qd,x37q.0,polizeipräsident,28,
qd,x37q.0,eine_tiefe_männerstimme,5,
qd,x37q.0,breitenbach,29,
qd,x37q.0,chorus,13,
qd,x37q.0,dr_malkolm,3,
qd,x37q.0,mutter,0,
