corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,qhwd.0,meischen,4,
qd,qhwd.0,waschfrau,15,
qd,qhwd.0,styczinski,7,
qd,qhwd.0,gehrke,5,
qd,qhwd.0,anna,3,
qd,qhwd.0,fiebig,0,
qd,qhwd.0,amtsvorsteher,11,
qd,qhwd.0,hahn,1,
qd,qhwd.0,dienstmann,14,
qd,qhwd.0,schwabe,12,
qd,qhwd.0,frau_fiebig,2,
qd,qhwd.0,druckerjunge,8,
qd,qhwd.0,gendarm,10,
qd,qhwd.0,naphtali,13,
qd,qhwd.0,werner,6,
qd,qhwd.0,bellermann,9,
