corpus,drama,figure_surface,figure_id,Gender,Age
qd,strx.0,STURM,sturm,,
qd,strx.0,LISETTE,lisette,,
qd,strx.0,ROBERT,robert,,
qd,strx.0,NANETTE,nanette,,
qd,strx.0,GLÜCK,glück,,
qd,strx.0,EDMUND,edmund,,
qd,strx.0,FRAU VON NACHTSCHATTEN,frau_von_nachtschatten,,
qd,strx.0,NADL,nadl,,
qd,strx.0,JAKOB,jakob,,
qd,strx.0,SUSANNE,susanne,,
qd,strx.0,SCHMERZ,schmerz,,
qd,strx.0,"DOKTOR KRIMS, DOKTOR KRAMS",doktor_krims_doktor_krams,,
qd,strx.0,BABETTE,babette,,
qd,strx.0,MARGARETH,margareth,,
qd,strx.0,HERES,theres,,
qd,strx.0,LEIST,leist,,
qd,strx.0,BRAUS,braus,,
qd,strx.0,TRÜB,trüb,,
qd,strx.0,FAD,fad,,
qd,strx.0,WALBURGA,walburga,,
qd,strx.0,BRIGITTE,brigitte,,
qd,strx.0,FRAU VON KORBHEIM,frau_von_korbheim,,
qd,strx.0,FELIX,felix,,
qd,strx.0,HUTZIBUTZ,hutzibutz,,
qd,strx.0,FINSTER,finster,,
qd,strx.0,SCHLANKEL,schlankel,,
qd,strx.0,GERTRAUD,gertraud,,
qd,strx.0,IRENE,irene,,
qd,strx.0,ROH,roh,,
qd,strx.0,CYPRIAN,cyprian,,
qd,strx.0,MARIE,marie,,
qd,strx.0,AGNES,agnes,,
qd,strx.0,ALLGEMEINER CHOR,chor,,
qd,strx.0,SCHLAF,schlaf,,
qd,strx.0,FROH,froh,,
qd,strx.0,SEPHERL,sepherl,,
qd,strx.0,ISABELLA,isabella,,
qd,strx.0,GUIDO,guido,,
