corpus,drama,figure_surface,figure_id,Gender,Age
qd,k1f7.0,PROMETHEUS,prometheus,,
qd,k1f7.0,EIN WAHRSAGER,wahrsager,,
qd,k1f7.0,AUSRUFER,ausrufer,,
qd,k1f7.0,BOTE 2,bote_2,,
qd,k1f7.0,EIN BETTELPOET,bettelpoet,,
qd,k1f7.0,BOTE 1,bote_1,,
qd,k1f7.0,SYKOPHANT,sykophant,,
qd,k1f7.0,ERSTER HALBCHOR,erster_halbchor,,
qd,k1f7.0,CHOR,chor,,
qd,k1f7.0,CHORFÜHRER,chorführer,,
qd,k1f7.0,POSEIDON,poseidon,,
qd,k1f7.0,KINESIAS,kinesias,,
qd,k1f7.0,FLAMMBART,flammbart,,
qd,k1f7.0,WIEDEHOPF,wiedehopf,,
qd,k1f7.0,DER TRIBALLE,der_triballe,,
qd,k1f7.0,ZWEITER HALBCHOR,zweiter_halbchor,,
qd,k1f7.0,DER PRIESTER,priester,,
qd,k1f7.0,HERAKLES,herakles,,
qd,k1f7.0,BOTE 3,bote_3,,
qd,k1f7.0,EUELPIDES,euelpides,,
qd,k1f7.0,KOMMISSÄR,kommissär,,
qd,k1f7.0,METON,meton,,
qd,k1f7.0,UNGERATENER SOHN,ungeratener_sohn,,
qd,k1f7.0,PISTHETAIROS,pisthetairos,,
qd,k1f7.0,ZAUNSCHLUPFER,zaunschlupfer,,
qd,k1f7.0,IRIS,iris,,
qd,k1f7.0,HEROLD,herold,,
