corpus,drama,figure_surface,figure_id,Gender,Age
qd,wzps.0,ZWEITES MÄDCHEN DER ERSTEN GRUPPE,zweites_mädchen_der_ersten_gruppe,,
qd,wzps.0,DIE GESCHMÜCKTEN MÄDCHEN,erster_chor,,
qd,wzps.0,KNAPPEN,knappen,,
qd,wzps.0,DIE GRALSRITTER,die_gralsritter,,
qd,wzps.0,ZWEITER RITTER,zweiter_ritter,,
qd,wzps.0,KNABENSTIMMEN,knaben_aus_der_höhe,,
qd,wzps.0,KLINGSOR,klingsor,,
qd,wzps.0,EINE ALTSTIMME,eine_altstimme,,
qd,wzps.0,DRITTER KNAPPE,dritter_knappe,,
qd,wzps.0,KUNDRY,kundry,,
qd,wzps.0,TITUREL,titurel,,
qd,wzps.0,AMFORTAS,amfortas,,
qd,wzps.0,ERSTER KNAPPE,erster_knappe,,
qd,wzps.0,PARSIFAL,parsifal,,
qd,wzps.0,DRITTES MÄDCHEN DER ERSTEN GRUPPE,drittes_mädchen_der_ersten_gruppe,,
qd,wzps.0,GURNEMANZ,gurnemanz,,
qd,wzps.0,ERSTES MÄDCHEN DER ERSTEN GRUPPE,erstes_mädchen_der_ersten_gruppe,,
qd,wzps.0,ZWEITER ZUG,zweiter_zug,,
qd,wzps.0,DIE ANDERN MÄDCHEN,zweite_gruppe,,
qd,wzps.0,ZWEITER KNAPPE,zweiter_knappe,,
qd,wzps.0,ERSTER RITTER,erster_ritter,,
qd,wzps.0,ZWEITES MÄDCHEN DER ZWEITEN GRUPPE,zweites_mädchen_der_zweiten_gruppe,,
qd,wzps.0,ALLE RITTER,alle_ritter,,
qd,wzps.0,JÜNGLINGE,jünglinge,,
qd,wzps.0,MITTLERE HÖHE,mittlere_höhe,,
qd,wzps.0,VIERTER KNAPPE,vierter_knappe,,
qd,wzps.0,ERSTES MÄDCHEN DER ZWEITEN GRUPPE,erstes_mädchen_der_zweiten_gruppe,,
qd,wzps.0,AUS DER HÖCHSTEN HÖHE,aus_der_höchsten_höhe,,
qd,wzps.0,STIMMEN AUS DER HÖHE,stimmen_aus_der_höhe,,
qd,wzps.0,DIE MÄDCHEN,die_mädchen,,
qd,wzps.0,ERSTER ZUG,erster_zug,,
