corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,qkp2.0,ein_ritter,25,
qd,qkp2.0,merlin,5,
qd,qkp2.0,ginevra,19,
qd,qkp2.0,lanzelot,20,
qd,qkp2.0,klingsor,7,
qd,qkp2.0,die_ritter,18,
qd,qkp2.0,gawein,15,
qd,qkp2.0,titurel,24,
qd,qkp2.0,antinous,9,
qd,qkp2.0,niniana,21,
qd,qkp2.0,könig_artus,12,
qd,qkp2.0,speisemeister,26,
qd,qkp2.0,minstrel,13,
qd,qkp2.0,zwerg,8,
qd,qkp2.0,parzifal,22,
qd,qkp2.0,candida,3,
qd,qkp2.0,erek,17,
qd,qkp2.0,gareis,16,
qd,qkp2.0,placidus,2,
qd,qkp2.0,kay,6,
qd,qkp2.0,kirchengesang,4,
qd,qkp2.0,der_seneschal,14,
qd,qkp2.0,die_götter,10,
qd,qkp2.0,hamadryaden,11,
qd,qkp2.0,luzifer,0,
qd,qkp2.0,lohengrin,23,
qd,qkp2.0,satan,1,
