corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,twt3.0,burgoyn,17,
qd,twt3.0,aubespine,8,
qd,twt3.0,paulet,1,
qd,twt3.0,kennedy,0,
qd,twt3.0,kurl,16,
qd,twt3.0,offizier,13,
qd,twt3.0,melvil,15,
qd,twt3.0,die_kammerfrauen,19,
qd,twt3.0,zweite_kammerfrau,18,
qd,twt3.0,okelly,12,
qd,twt3.0,maria,2,
qd,twt3.0,davison,5,
qd,twt3.0,leicester,11,
qd,twt3.0,bellievre,9,
qd,twt3.0,kent,6,
qd,twt3.0,talbot,10,
qd,twt3.0,burleigh,4,
qd,twt3.0,mortimer,3,
qd,twt3.0,elisabeth,7,
qd,twt3.0,page,14,
