corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,11f81.0,Clavigo,de,"Goethe, Johann Wolfgang",118540238,,,1774,1774,1774,0
