corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,qknj.0,889,30681,0,903,5075,0
qd,qknj.0,889,30681,0,5088,9024,0
qd,qknj.0,889,30681,0,9037,10732,0
qd,qknj.0,889,30681,0,10745,12557,0
qd,qknj.0,889,30681,0,12570,20708,0
qd,qknj.0,889,30681,0,20721,23599,0
qd,qknj.0,889,30681,0,23612,28115,0
qd,qknj.0,889,30681,0,28128,30681,0
qd,qknj.0,30696,52074,0,30710,37714,0
qd,qknj.0,30696,52074,0,37727,39352,0
qd,qknj.0,30696,52074,0,39365,49775,0
qd,qknj.0,30696,52074,0,49788,50661,0
qd,qknj.0,30696,52074,0,50675,52074,0
qd,qknj.0,52089,69216,0,52103,57328,0
qd,qknj.0,52089,69216,0,57341,59636,0
qd,qknj.0,52089,69216,0,59650,60872,0
qd,qknj.0,52089,69216,0,60885,61804,0
qd,qknj.0,52089,69216,0,61817,64653,0
qd,qknj.0,52089,69216,0,64666,69216,0
qd,qknj.0,69232,93146,0,69246,71040,0
qd,qknj.0,69232,93146,0,71053,72138,0
qd,qknj.0,69232,93146,0,72152,76504,0
qd,qknj.0,69232,93146,0,76518,79364,0
qd,qknj.0,69232,93146,0,79377,80012,0
qd,qknj.0,69232,93146,0,80025,84134,0
qd,qknj.0,69232,93146,0,84147,86382,0
qd,qknj.0,69232,93146,0,86396,88198,0
qd,qknj.0,69232,93146,0,88211,90917,0
qd,qknj.0,69232,93146,0,90930,93146,0
qd,qknj.0,93161,116501,0,93175,98469,0
qd,qknj.0,93161,116501,0,98483,99742,0
qd,qknj.0,93161,116501,0,99755,103578,0
qd,qknj.0,93161,116501,0,103591,104762,0
qd,qknj.0,93161,116501,0,104776,109267,0
qd,qknj.0,93161,116501,0,109280,116501,0
