corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,ssrb.0,biörneland,9,
qd,ssrb.0,yngurd,10,
qd,ssrb.0,ein_knappe,27,
qd,ssrb.0,andere_stimmen,21,
qd,ssrb.0,erichson,1,
qd,ssrb.0,jarl,0,
qd,ssrb.0,eine_andere_stimme,17,
qd,ssrb.0,irma,4,
qd,ssrb.0,nös,6,
qd,ssrb.0,gyldenbrog,15,
qd,ssrb.0,noch_andere,22,
qd,ssrb.0,eine_stimme,16,
qd,ssrb.0,einer_aus_dem_gefolge,26,
qd,ssrb.0,oskar,23,
qd,ssrb.0,allgemeiner_ruf,34,
qd,ssrb.0,flüchtlinge,28,
qd,ssrb.0,der_trabant_1.1,2,
qd,ssrb.0,ourdal,8,
qd,ssrb.0,alf,14,
qd,ssrb.0,der_trabant_5.10,3,
qd,ssrb.0,stimmen,20,
qd,ssrb.0,asla,5,
qd,ssrb.0,brunhilde,24,
qd,ssrb.0,droll,11,
qd,ssrb.0,ein_knapp,32,
qd,ssrb.0,knaut,12,
qd,ssrb.0,der_krieger,25,
qd,ssrb.0,ritter,13,
qd,ssrb.0,der_knapp,19,
qd,ssrb.0,marduff,31,
qd,ssrb.0,der_ostländer,18,
qd,ssrb.0,egrösund,7,
qd,ssrb.0,biörnelands_heerhaufe,29,
qd,ssrb.0,kurl,30,
qd,ssrb.0,das_volk,33,
