corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,r13g.0,prinz_zifaldo,5,
qd,r13g.0,könig,14,
qd,r13g.0,infantin,9,
qd,r13g.0,ein_mann,17,
qd,r13g.0,grisaldo,1,
qd,r13g.0,ein_kastilier,6,
qd,r13g.0,don_fernando,12,
qd,r13g.0,isabella,16,
qd,r13g.0,sarazenenkönig,0,
qd,r13g.0,almerine,2,
qd,r13g.0,truffaldino,13,
qd,r13g.0,ballona,4,
qd,r13g.0,curio,8,
qd,r13g.0,malvizino,3,
qd,r13g.0,alle_kastilier,7,
qd,r13g.0,saluzzo,15,
qd,r13g.0,lilla,10,
qd,r13g.0,bastiano,11,
