corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,wznr.0,Die Reue nach der That,de,"Wagner, Heinrich Leopold",11862833X,,,0,0,0,0
