corpus,drama,figure_surface,figure_id,Gender,Age
qd,pjw6.0,DIE ORDONNANZ,die_ordonnanz,,
qd,pjw6.0,FRITZ,fritz_von_der_leyen,,
qd,pjw6.0,SCHNITZ,schnitz,,
qd,pjw6.0,HORNIST,hornist,,
qd,pjw6.0,EINE ORDONNANZ,eine_ordonnanz,,
qd,pjw6.0,PAUL,paul,,
qd,pjw6.0,GLAHN,glahn,,
qd,pjw6.0,DER RANGÄLTESTE HAUPTMANN,der_rangälteste_hauptmann,,
qd,pjw6.0,VERSCHIEDENE,verschiedene,,
qd,pjw6.0,VON GROBITZSCH,von_grobitzsch,,
qd,pjw6.0,PETER VON RAMBERG,peter,,
qd,pjw6.0,VON MARSCHALL,von_marschall,,
qd,pjw6.0,HEINRICH,heinrich,,
qd,pjw6.0,BENNO VON KLEWITZ,benno_von_klewitz,,
qd,pjw6.0,JOSEPH WACHOWIOCK,joseph_wachowiock,,
qd,pjw6.0,MORITZ DIESTERBEG,moritz_diesterbeg,,
qd,pjw6.0,DIE FÄHNRICHE UND FAHNENJUNKER,die_fähnriche_und_fahnenjunker,,
qd,pjw6.0,KOMMANDOSTIMME,kommandostimme,,
qd,pjw6.0,TIEDEMANN,tiedemann,,
qd,pjw6.0,TRAUTE,traute,,
qd,pjw6.0,HANS RUDORFF,hans_rudorff,,
qd,pjw6.0,HAROLD,harold,,
qd,pjw6.0,DIE MASKEN,die_masken,,
qd,pjw6.0,MEITZEN,meitzen,,
