corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,vnmx.0,4774,16229,0,4788,6767,0
qd,vnmx.0,4774,16229,0,6781,9592,0
qd,vnmx.0,4774,16229,0,9605,11215,0
qd,vnmx.0,4774,16229,0,11228,16229,0
qd,vnmx.0,16245,32317,0,16259,24669,0
qd,vnmx.0,16245,32317,0,24682,32317,0
qd,vnmx.0,32333,53657,0,32347,38299,0
qd,vnmx.0,32333,53657,0,38312,40499,0
qd,vnmx.0,32333,53657,0,40512,48634,0
qd,vnmx.0,32333,53657,0,48647,53657,0
qd,vnmx.0,53673,70948,0,53687,57006,0
qd,vnmx.0,53673,70948,0,57020,60350,0
qd,vnmx.0,53673,70948,0,60363,61478,0
qd,vnmx.0,53673,70948,0,61491,62585,0
qd,vnmx.0,53673,70948,0,62598,67354,0
qd,vnmx.0,53673,70948,0,67368,68483,0
qd,vnmx.0,53673,70948,0,68496,69237,0
qd,vnmx.0,53673,70948,0,69251,69785,0
qd,vnmx.0,53673,70948,0,69798,70948,0
