corpus,drama,figure_surface,figure_id,Gender,Age
qd,t96s.0,CHRISTIAN,christian,,
qd,t96s.0,SILBERKERN,silberkern,,
qd,t96s.0,CHRISTOPH,christoph,,
qd,t96s.0,LINARIUS,linarius,,
qd,t96s.0,ECHO,echo,,
qd,t96s.0,HÄNSCHEN,hänschen,,
qd,t96s.0,SABINE,sabine,,
qd,t96s.0,SALCHEN,salchen,,
qd,t96s.0,ANDRESEL,andresel,,
qd,t96s.0,VICTORINENS GEIST,victorinens_geist,,
qd,t96s.0,AUGUST,august,,
qd,t96s.0,LISCHEN,lischen,,
qd,t96s.0,SOPHIE,sophie,,
qd,t96s.0,WALLBURGAS GEIST,wallburgas_geist,,
qd,t96s.0,MALCHEN,malchen,,
qd,t96s.0,DIE GROSSMUTTER,die_grossmutter,,
qd,t96s.0,ASTRAGALUS,astragalus,,
qd,t96s.0,RAPPELKOPF,rappelkopf,,
qd,t96s.0,ALPENGEISTER,alpengeister,,
qd,t96s.0,DAS KIND,das_kind,,
qd,t96s.0,DER HUND,der_hund,,
qd,t96s.0,MARTHE,marthe,,
qd,t96s.0,KUTSCHER,kutscher,,
qd,t96s.0,HABAKUK,habakuk,,
qd,t96s.0,DIE KATZE,die_katze,,
qd,t96s.0,ALPANOR,alpanor,,
qd,t96s.0,DER BUB UNTERM BETT,der_bub_unterm_bett,,
qd,t96s.0,EIN ALPENGEIST,ein_alpengeist,,
qd,t96s.0,DIENSTLEUTE,dienstleute,,
qd,t96s.0,FRANZEL,franzel,,
qd,t96s.0,EMERENTIAS GEIST,emerentias_geist,,
