corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x9jv.0,berkley,4,
qd,x9jv.0,geisterchor,0,
qd,x9jv.0,green,24,
qd,x9jv.0,ruthwen,2,
qd,x9jv.0,ruthwens,7,
qd,x9jv.0,alle_jäger,12,
qd,x9jv.0,vier_paar_landleute,13,
qd,x9jv.0,gadshill,18,
qd,x9jv.0,blunt,19,
qd,x9jv.0,chor_der_tänzer,15,
qd,x9jv.0,ein_diener,5,
qd,x9jv.0,janthe,3,
qd,x9jv.0,davenaut,9,
qd,x9jv.0,die_mädchen,25,
qd,x9jv.0,malwina,8,
qd,x9jv.0,emmy,23,
qd,x9jv.0,chor_der_gäste,26,
qd,x9jv.0,perth,21,
qd,x9jv.0,aubry,6,
qd,x9jv.0,chor_der_jäger_und_landleute,14,
qd,x9jv.0,george,10,
qd,x9jv.0,haushofmeister,27,
qd,x9jv.0,vampyrmeister,1,
qd,x9jv.0,chor_der_trinker,16,
qd,x9jv.0,frau_blunt,22,
qd,x9jv.0,alle_landleute,11,
qd,x9jv.0,allgemeiner_chor,17,
qd,x9jv.0,scrop,20,
