corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,stqr.0,928,48609,0,942,2310,0
qd,stqr.0,928,48609,0,2323,3375,0
qd,stqr.0,928,48609,0,3389,5833,0
qd,stqr.0,928,48609,0,5846,7259,0
qd,stqr.0,928,48609,0,7273,9125,0
qd,stqr.0,928,48609,0,9139,11170,0
qd,stqr.0,928,48609,0,11184,16066,0
qd,stqr.0,928,48609,0,16077,20095,0
qd,stqr.0,928,48609,0,20109,20673,0
qd,stqr.0,928,48609,0,20687,22804,0
qd,stqr.0,928,48609,0,22817,24002,0
qd,stqr.0,928,48609,0,24015,25800,0
qd,stqr.0,928,48609,0,25813,28270,0
qd,stqr.0,928,48609,0,28283,31351,0
qd,stqr.0,928,48609,0,31365,35203,0
qd,stqr.0,928,48609,0,35217,36523,0
qd,stqr.0,928,48609,0,36536,40159,0
qd,stqr.0,928,48609,0,40172,40991,0
qd,stqr.0,928,48609,0,41005,42120,0
qd,stqr.0,928,48609,0,42133,43953,0
qd,stqr.0,928,48609,0,43966,45052,0
qd,stqr.0,928,48609,0,45065,46006,0
qd,stqr.0,928,48609,0,46020,46524,0
qd,stqr.0,928,48609,0,46537,47660,0
qd,stqr.0,928,48609,0,47674,48609,0
qd,stqr.0,48625,66841,0,48639,48964,0
qd,stqr.0,48625,66841,0,48977,50138,0
qd,stqr.0,48625,66841,0,50152,52489,0
qd,stqr.0,48625,66841,0,52503,54914,0
qd,stqr.0,48625,66841,0,54929,55967,0
qd,stqr.0,48625,66841,0,55980,56651,0
qd,stqr.0,48625,66841,0,56665,57464,0
qd,stqr.0,48625,66841,0,57477,57795,0
qd,stqr.0,48625,66841,0,57810,60926,0
qd,stqr.0,48625,66841,0,60940,61426,0
qd,stqr.0,48625,66841,0,61440,62165,0
qd,stqr.0,48625,66841,0,62179,62773,0
qd,stqr.0,48625,66841,0,62786,64160,0
qd,stqr.0,48625,66841,0,64175,65109,0
qd,stqr.0,48625,66841,0,65122,65703,0
qd,stqr.0,48625,66841,0,65717,66841,0
qd,stqr.0,66878,100221,0,66892,69649,0
qd,stqr.0,66878,100221,0,69662,72645,0
qd,stqr.0,66878,100221,0,72658,76003,0
qd,stqr.0,66878,100221,0,76017,77704,0
qd,stqr.0,66878,100221,0,77717,78311,0
qd,stqr.0,66878,100221,0,78324,79395,0
qd,stqr.0,66878,100221,0,79408,80377,0
qd,stqr.0,66878,100221,0,80392,80812,0
qd,stqr.0,66878,100221,0,80826,81369,0
qd,stqr.0,66878,100221,0,81383,81833,0
qd,stqr.0,66878,100221,0,81847,82581,0
qd,stqr.0,66878,100221,0,82595,84182,0
qd,stqr.0,66878,100221,0,84195,84831,0
qd,stqr.0,66878,100221,0,84846,85885,0
qd,stqr.0,66878,100221,0,85898,86437,0
qd,stqr.0,66878,100221,0,86451,88103,0
qd,stqr.0,66878,100221,0,88117,89758,0
qd,stqr.0,66878,100221,0,89772,91399,0
qd,stqr.0,66878,100221,0,91413,92460,0
qd,stqr.0,66878,100221,0,92474,92714,0
qd,stqr.0,66878,100221,0,92728,93174,0
qd,stqr.0,66878,100221,0,93189,97721,0
qd,stqr.0,66878,100221,0,97734,97851,0
qd,stqr.0,66878,100221,0,97862,99024,0
qd,stqr.0,66878,100221,0,99037,100221,0
