corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,kqwr.0,perez,13,
qd,kqwr.0,zigeunerin,24,
qd,kqwr.0,porporino,4,
qd,kqwr.0,der_alte_diener,20,
qd,kqwr.0,isabella,16,
qd,kqwr.0,aquilar,6,
qd,kqwr.0,felix,10,
qd,kqwr.0,träger,17,
qd,kqwr.0,anderer_diener,7,
qd,kqwr.0,geiger,22,
qd,kqwr.0,bedienter,11,
qd,kqwr.0,dame,8,
qd,kqwr.0,diener,5,
qd,kqwr.0,melanie,14,
qd,kqwr.0,pfeifer,21,
qd,kqwr.0,lucilla,18,
qd,kqwr.0,isidora,15,
qd,kqwr.0,ein_diener,9,
qd,kqwr.0,valerio,2,
qd,kqwr.0,alonso,19,
qd,kqwr.0,ponce,1,
qd,kqwr.0,juanna,12,
qd,kqwr.0,ritter,23,
qd,kqwr.0,sarmiento,3,
qd,kqwr.0,valeria,0,
qd,kqwr.0,viele,25,
