corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,qx5q.0,624,23761,0,638,2995,0
qd,qx5q.0,624,23761,0,3008,9915,0
qd,qx5q.0,624,23761,0,9928,10596,0
qd,qx5q.0,624,23761,0,10609,12285,0
qd,qx5q.0,624,23761,0,12298,23270,0
qd,qx5q.0,624,23761,0,23284,23761,0
qd,qx5q.0,23776,46099,0,23790,28506,0
qd,qx5q.0,23776,46099,0,28520,30568,0
qd,qx5q.0,23776,46099,0,30582,36652,0
qd,qx5q.0,23776,46099,0,36665,37318,0
qd,qx5q.0,23776,46099,0,37332,38763,0
qd,qx5q.0,23776,46099,0,38776,46099,0
qd,qx5q.0,46114,67617,0,46128,49163,0
qd,qx5q.0,46114,67617,0,49176,49824,0
qd,qx5q.0,46114,67617,0,49838,53153,0
qd,qx5q.0,46114,67617,0,53167,54403,0
qd,qx5q.0,46114,67617,0,54417,57248,0
qd,qx5q.0,46114,67617,0,57261,67617,0
qd,qx5q.0,67633,73010,0,67647,69385,0
qd,qx5q.0,67633,73010,0,69398,73010,0
