corpus,drama,figure_surface,figure_id,Gender,Age
qd,sttf.0,VEREHRUNG,verehrung,,
qd,sttf.0,DAMON,damon,,
qd,sttf.0,PHILEMON,philemon,,
qd,sttf.0,LIEBE,liebe,,
qd,sttf.0,GALATHE,galathe,,
qd,sttf.0,DORIS,doris,,
qd,sttf.0,TREUE,treue,,
qd,sttf.0,MIRTILLO,mirtillo,,
qd,sttf.0,SELADON,seladon,,
qd,sttf.0,SYLVIA,sylvia,,
qd,sttf.0,OKTOBER,oktober,,
qd,sttf.0,MIRTA,mirta,,
qd,sttf.0,FREUDE,freude,,
qd,sttf.0,MOPS,mops,,
qd,sttf.0,PHILLIS,phillis,,
qd,sttf.0,SILEN,silen,,
qd,sttf.0,SYLVAN,sylvan,,
