corpus,drama,figure_surface,figure_id,Gender,Age
qd,pmtc.0,CONRAD,conrad,,
qd,pmtc.0,MALER,maler,,
qd,pmtc.0,CASPAR,caspar,,
qd,pmtc.0,GOLO,golo,,
qd,pmtc.0,HILDEBRANT,hildebrant,,
qd,pmtc.0,GEIST,geist,,
qd,pmtc.0,MEHRERE STIMMEN,mehrere_stimmen,,
qd,pmtc.0,KLAUS,klaus,,
qd,pmtc.0,SCHMERZENREICH,schmerzenreich,,
qd,pmtc.0,TRISTAN,tristan,,
qd,pmtc.0,MARGARETHA,margaretha,,
qd,pmtc.0,HANS,hans,,
qd,pmtc.0,BALTHASAR,balthasar,,
qd,pmtc.0,SIEGFRIED,siegfried,,
qd,pmtc.0,JUDE,jude,,
qd,pmtc.0,GENOVEVA,genoveva,,
qd,pmtc.0,DRAGO,drago,,
qd,pmtc.0,KATHARINA,katharina,,
qd,pmtc.0,EDELKNECHT,edelknecht,,
