corpus,drama,figure_surface,figure_id,Gender,Age
qd,wf6k.0,OBERRICHTER,oberrichter,,
qd,wf6k.0,VICEDOM,vicedom,,
qd,wf6k.0,TUCHSENHAUSER,tuchsenhauser,,
qd,wf6k.0,ERNST,ernst,,
qd,wf6k.0,SANDIZELLER,sandizeller,,
qd,wf6k.0,GUNDELFING,gundelfing,,
qd,wf6k.0,WACHE,wache,,
qd,wf6k.0,PIENZENAUER,pienzenauer,,
qd,wf6k.0,ZENGER,zenger,,
qd,wf6k.0,EMERSHOFEN,emershofen,,
qd,wf6k.0,FRAUEN,frauen,,
qd,wf6k.0,DIE RITTER,viele_ritter,,
qd,wf6k.0,THORRINGER,thorringer,,
qd,wf6k.0,WACHEN,wachen,,
qd,wf6k.0,SEIBELSTORFER,seibelstorfer,,
qd,wf6k.0,ERSTER MARSCHALL,erster_marschall,,
qd,wf6k.0,ZWEITER MARSCHALL,zweiter_marschall,,
qd,wf6k.0,WAFFENKNECHT,waffenknecht,,
qd,wf6k.0,TORE,tore,,
qd,wf6k.0,BÜRGERMEISTER,bürgermeister,,
qd,wf6k.0,PERCIFAL ZENGER,percifal_zenger,,
qd,wf6k.0,ALBRECHT,albrecht,,
qd,wf6k.0,MAXELRAINER,maxelrainer,,
qd,wf6k.0,ZWEITER BÜRGERMEISTER,zweiter_bürgermeister,,
qd,wf6k.0,PREISINGER,preisinger,,
qd,wf6k.0,AGNES,agnes,,
