corpus,drama,figure_surface,figure_id,Gender,Age
qd,rfm5.0,KAUFLEUTE,kaufleute,,
qd,rfm5.0,LEHMANN,lehmann,,
qd,rfm5.0,STIMMEN,stimmen,,
qd,rfm5.0,APOTHEKER,apotheker,,
qd,rfm5.0,GENDARM,gendarm,,
qd,rfm5.0,JAKOB,jakob,,
qd,rfm5.0,KOMMANDANTIN,kommandantin,,
qd,rfm5.0,ANNAS STIMME,annas_stimme,,
qd,rfm5.0,KOMMANDANT,kommandant,,
qd,rfm5.0,ZIRNGIBL,zirngibl,,
qd,rfm5.0,AGNES,agnes,,
qd,rfm5.0,HEINRICH,heinrich,,
qd,rfm5.0,INNOCENTIA,innocentia,,
qd,rfm5.0,WABN,wabn,,
qd,rfm5.0,WIRT,wirt,,
qd,rfm5.0,BRAUMEISTER,braumeister,,
