corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn0c.0,offizier,37,
qd,vn0c.0,hauptmann_2,28,
qd,vn0c.0,schultheiss,45,
qd,vn0c.0,fastolfe,20,
qd,vn0c.0,burgund,16,
qd,vn0c.0,karl,31,
qd,vn0c.0,kardinal,30,
qd,vn0c.0,winchester,58,
qd,vn0c.0,bastard,2,
qd,vn0c.0,bedford,3,
qd,vn0c.0,bote_5,15,
qd,vn0c.0,glansdale,24,
qd,vn0c.0,bedienter,4,
qd,vn0c.0,soldat,49,
qd,vn0c.0,zweiter_wächter,61,
qd,vn0c.0,legat,33,
qd,vn0c.0,erster_bedienter,5,
qd,vn0c.0,torwärter,54,
qd,vn0c.0,könig_heinrich,32,
qd,vn0c.0,hauptmann_1,27,
qd,vn0c.0,sergeant,47,
qd,vn0c.0,basset,1,
qd,vn0c.0,bote_2,12,
qd,vn0c.0,york,62,
qd,vn0c.0,gargrave,21,
qd,vn0c.0,erster_gefangenwärter,22,
qd,vn0c.0,dritter_bote,11,
qd,vn0c.0,gloster,25,
qd,vn0c.0,mortimer,36,
qd,vn0c.0,bote_4,14,
qd,vn0c.0,bote_1,9,
qd,vn0c.0,exeter,19,
qd,vn0c.0,reignier,41,
qd,vn0c.0,talbot,53,
qd,vn0c.0,zweiter_bedienter,6,
qd,vn0c.0,woodville,59,
qd,vn0c.0,erste_schildwache,44,
qd,vn0c.0,rechtsgelehrter,40,
qd,vn0c.0,suffolk,52,
qd,vn0c.0,alençon,0,
qd,vn0c.0,warwick,57,
qd,vn0c.0,vernon,55,
qd,vn0c.0,befehlshaber,8,
qd,vn0c.0,salisbury,42,
qd,vn0c.0,gräfin,26,
qd,vn0c.0,wache,56,
qd,vn0c.0,plantagenet,38,
qd,vn0c.0,bote_3,13,
qd,vn0c.0,diener,18,
qd,vn0c.0,schildwache,43,
qd,vn0c.0,pucelle,39,
qd,vn0c.0,erster_soldat,50,
qd,vn0c.0,somerset,51,
qd,vn0c.0,gerichtsbeamter,23,
qd,vn0c.0,margareta,35,
qd,vn0c.0,schäfer,46,
qd,vn0c.0,lucy,34,
qd,vn0c.0,zweiter_bote,10,
qd,vn0c.0,büchsenmeister,17,
qd,vn0c.0,sohn,48,
qd,vn0c.0,john,29,
qd,vn0c.0,erster_wächter,60,
qd,vn0c.0,dritter_bedienter,7,
