corpus,drama,figure_surface,figure_id,Gender,Age
qd,t96r.0,AMTMANN,amtmann,,
qd,t96r.0,ERSTER SCHATTEN,schatten,,
qd,t96r.0,HÄNFLING,hänfling,,
qd,t96r.0,EINE STIMME,eine_stimme,,
qd,t96r.0,KOHLENBAUER,kohlenbauer,,
qd,t96r.0,VOLK,alle_volk,,
qd,t96r.0,ARIEL,ariel,,
qd,t96r.0,CARAMBUCO,carambuco,,
qd,t96r.0,GENIUS DER TUGEND,genius_der_tugend,,
qd,t96r.0,KERKERMEISTER,kerkermeister,,
qd,t96r.0,ERSTER GEIST,erster_geist,,
qd,t96r.0,HAUSBEDIENTE HÄNFLING,alle_bediente,,
qd,t96r.0,MIRZEL gutmütig,mirzel,,
qd,t96r.0,STIMME DES GENIUS,genius,,
qd,t96r.0,HASSAR,hassar,,
qd,t96r.0,ROSSI,rossi,,
qd,t96r.0,GENIUS DER VERGÄNGLICHKEIT,genius_der_vergänglichkeit,,
qd,t96r.0,GLUTHAHN,gluthahn,,
qd,t96r.0,HANS,hans,,
qd,t96r.0,EIN HÄUPTLING,ein_häuptling,,
qd,t96r.0,HOANGHU,hoanghu,,
qd,t96r.0,AKTUAR,aktuar,,
qd,t96r.0,ALZINDE,alzinde,,
qd,t96r.0,OSSA,ossa,,
qd,t96r.0,LEISER CHOR DER GENIEN,leiser_chor_der_genien,,
qd,t96r.0,OMAR,omar,,
qd,t96r.0,MANSOR,mansor,,
qd,t96r.0,MOISASUR,moisasur,,
qd,t96r.0,TRAUTEL,trautel,,
