corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,v3q4.0,soldaten,17,
qd,v3q4.0,saffi,6,
qd,v3q4.0,graf_homonay,16,
qd,v3q4.0,chor,4,
qd,v3q4.0,ottokar,0,
qd,v3q4.0,die_zigeuner,13,
qd,v3q4.0,mirabella,8,
qd,v3q4.0,czipra,1,
qd,v3q4.0,barinkay,3,
qd,v3q4.0,chor_der_zsupánschen_gruppe,11,
qd,v3q4.0,arsena,9,
qd,v3q4.0,chor_der_mädchen,10,
qd,v3q4.0,allgemeiner_chor,15,
qd,v3q4.0,zsupán,7,
qd,v3q4.0,der_alte_pali,14,
qd,v3q4.0,barinkays_gruppe,12,
qd,v3q4.0,chor_der_schiffer,2,
qd,v3q4.0,carnero,5,
