corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,x4vh.0,524,36222,0,538,4401,0
qd,x4vh.0,524,36222,0,4414,8930,0
qd,x4vh.0,524,36222,0,8943,18611,0
qd,x4vh.0,524,36222,0,18624,25446,0
qd,x4vh.0,524,36222,0,25459,30195,0
qd,x4vh.0,524,36222,0,30208,36222,0
qd,x4vh.0,36238,63841,0,36252,38680,0
qd,x4vh.0,36238,63841,0,38693,40226,0
qd,x4vh.0,36238,63841,0,40240,43782,0
qd,x4vh.0,36238,63841,0,43796,48746,0
qd,x4vh.0,36238,63841,0,48760,52231,0
qd,x4vh.0,36238,63841,0,52245,57841,0
qd,x4vh.0,36238,63841,0,57855,61359,0
qd,x4vh.0,36238,63841,0,61372,63841,0
qd,x4vh.0,63857,100476,0,63871,73722,0
qd,x4vh.0,63857,100476,0,73735,84127,0
qd,x4vh.0,63857,100476,0,84141,85279,0
qd,x4vh.0,63857,100476,0,85292,100476,0
qd,x4vh.0,100492,130547,0,100506,107978,0
qd,x4vh.0,100492,130547,0,107991,109322,0
qd,x4vh.0,100492,130547,0,109336,117042,0
qd,x4vh.0,100492,130547,0,117055,122293,0
qd,x4vh.0,100492,130547,0,122306,130547,0
qd,x4vh.0,130563,154818,0,130577,131723,0
qd,x4vh.0,130563,154818,0,131737,139137,0
qd,x4vh.0,130563,154818,0,139150,145900,0
qd,x4vh.0,130563,154818,0,145913,146735,0
qd,x4vh.0,130563,154818,0,146749,148264,0
qd,x4vh.0,130563,154818,0,148277,148904,0
qd,x4vh.0,130563,154818,0,148917,154356,0
qd,x4vh.0,130563,154818,0,154369,154818,0
