corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,n7rr.0,karl,0,
qd,n7rr.0,dromer,1,
qd,n7rr.0,bedienter,2,
qd,n7rr.0,sophie,3,
qd,n7rr.0,fritz,4,
qd,n7rr.0,graf_monheim,5,
qd,n7rr.0,ferdinand,6,
qd,n7rr.0,ein_bedienter,7,
qd,n7rr.0,gräfin_amaldi,8,
qd,n7rr.0,adjutant,9,
qd,n7rr.0,maler,10,
qd,n7rr.0,lottchen,11,
qd,n7rr.0,anne,12,
qd,n7rr.0,hausvater,13,
qd,n7rr.0,das_kind,14,
qd,n7rr.0,der_bauer,15,
qd,n7rr.0,amtmann,16,
qd,n7rr.0,kammerjungfer,17,
qd,n7rr.0,die_bediente,18,
