corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,wcj0.0,675,36211,0,689,8410,0
qd,wcj0.0,675,36211,0,8423,11838,0
qd,wcj0.0,675,36211,0,11851,12782,0
qd,wcj0.0,675,36211,0,12796,14448,0
qd,wcj0.0,675,36211,0,14462,15020,0
qd,wcj0.0,675,36211,0,15034,36211,0
qd,wcj0.0,36227,87319,0,36241,38165,0
qd,wcj0.0,36227,87319,0,38178,45581,0
qd,wcj0.0,36227,87319,0,45595,47381,0
qd,wcj0.0,36227,87319,0,47394,61530,0
qd,wcj0.0,36227,87319,0,61543,65374,0
qd,wcj0.0,36227,87319,0,65388,77856,0
qd,wcj0.0,36227,87319,0,77871,78382,0
qd,wcj0.0,36227,87319,0,78396,87319,0
qd,wcj0.0,87335,128165,0,87349,88351,0
qd,wcj0.0,87335,128165,0,88365,90044,0
qd,wcj0.0,87335,128165,0,90058,98376,0
qd,wcj0.0,87335,128165,0,98390,98777,0
qd,wcj0.0,87335,128165,0,98790,109285,0
qd,wcj0.0,87335,128165,0,109300,114650,0
qd,wcj0.0,87335,128165,0,114664,114961,0
qd,wcj0.0,87335,128165,0,114975,115592,0
qd,wcj0.0,87335,128165,0,115606,116020,0
qd,wcj0.0,87335,128165,0,116034,124799,0
qd,wcj0.0,87335,128165,0,124814,128165,0
