corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,t96w.0,Die unheilbringende Zauberkrone,de,"Raimund, Ferdinand",118597914,,,1829,0,0,0
