corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,wzq0.0,Der fliegende Holländer,de,"Wagner, Richard",118594117,,,1841,0,1843,0
