corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,tg37.0,chor_der_priester_und_chorknaben,18,
qd,tg37.0,chor_der_sarazenen,20,
qd,tg37.0,chor_der_französischen_ritter,22,
qd,tg37.0,chor_der_nonnen,5,
qd,tg37.0,eine_nonne,4,
qd,tg37.0,chor_der_fischer,0,
qd,tg37.0,annibaldi,13,
qd,tg37.0,fulco,12,
qd,tg37.0,chor_der_schiffer,15,
qd,tg37.0,eckart,8,
qd,tg37.0,chor_der_mädchen,19,
qd,tg37.0,borello,11,
qd,tg37.0,chor_der_landleute,14,
qd,tg37.0,page,16,
qd,tg37.0,kardinal,9,
qd,tg37.0,helene,10,
qd,tg37.0,manfred,6,
qd,tg37.0,chor_der_bacchantinnen,17,
qd,tg37.0,chor_der_ritter,7,
qd,tg37.0,chor_der_frauen,21,
qd,tg37.0,ghismonde,2,
qd,tg37.0,die_verbannten,3,
qd,tg37.0,fasanella,1,
