corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,v3sh.0,johanna,0,
qd,v3sh.0,diener_sala,7,
qd,v3sh.0,irene_herms,9,
qd,v3sh.0,sala,2,
qd,v3sh.0,wegrat,5,
qd,v3sh.0,stubenmädchen,10,
qd,v3sh.0,felix,1,
qd,v3sh.0,julian,8,
qd,v3sh.0,diener_fichtner,6,
qd,v3sh.0,doktor_reumann,3,
qd,v3sh.0,frau_wegrat,4,
