corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vhgn.0,dienstmädchen,9,
qd,vhgn.0,mad,2,
qd,vhgn.0,steinburg,11,
qd,vhgn.0,kaufmannsdiener,8,
qd,vhgn.0,sophie,3,
qd,vhgn.0,sivers,6,
qd,vhgn.0,fritz,1,
qd,vhgn.0,gerichtsdiener,10,
qd,vhgn.0,wilhelm,5,
qd,vhgn.0,wagner,0,
qd,vhgn.0,malldorf,7,
qd,vhgn.0,charlotte,4,
