corpus,drama,figure_surface,figure_id,Gender,Age
qd,vpvx.0,SEHER,seher,,
qd,vpvx.0,TELEMACHOS,telemachos,,
qd,vpvx.0,DRITTER CHORSPRECHER,dritter_chorsprecher,,
qd,vpvx.0,EINE ANDERE,eine_andere,,
qd,vpvx.0,ZWEITER GEGENSPRECHER,zweiter_freier,,
qd,vpvx.0,UNTERER CHOR,unterer_chor,,
qd,vpvx.0,OBERER CHOR,oberer_chor,,
qd,vpvx.0,CHOR,chor,,
qd,vpvx.0,SÄNGER,der_sänger,,
qd,vpvx.0,EINE STIMME,eine_stimme,,
qd,vpvx.0,PENELOPEIA,penelopeia,,
qd,vpvx.0,DER CHORSPRECHER,der_chorsprecher,,
qd,vpvx.0,ODYSSEUS,odysseus,,
qd,vpvx.0,ERSTER FREIER,erster_gegensprecher,,
