corpus,drama,figure_surface,figure_id,Gender,Age
qd,nkdq.0,ROMANZE,romanze,,
qd,nkdq.0,ORONZIO,oronzio,,
qd,nkdq.0,CAVATINA,cavatina,,
qd,nkdq.0,RUPERRO,ruperro,,
qd,nkdq.0,ARIEL,ariel,,
qd,nkdq.0,CALIBAN,caliban,,
qd,nkdq.0,MIRANDA,miranda,,
qd,nkdq.0,PROSERO,prospero,,
qd,nkdq.0,STEFANO,stefano,,
qd,nkdq.0,CHOR DER SCHIFFER,chor_der_schiffer,,
qd,nkdq.0,ARIOSE,ariose,,
qd,nkdq.0,FERNANDO,fernando,,
qd,nkdq.0,GEISTER CHOR,geisterchor,,
qd,nkdq.0,CHOR,chor,,
qd,nkdq.0,MATROSEN,matrosen,,
