corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,rfbt.0,600,57402,0,614,1517,0
qd,rfbt.0,600,57402,0,1531,3564,0
qd,rfbt.0,600,57402,0,3578,7317,0
qd,rfbt.0,600,57402,0,7331,11789,0
qd,rfbt.0,600,57402,0,11803,13950,0
qd,rfbt.0,600,57402,0,13962,14913,0
qd,rfbt.0,600,57402,0,14927,21401,0
qd,rfbt.0,600,57402,0,21415,27250,0
qd,rfbt.0,600,57402,0,27264,30341,0
qd,rfbt.0,600,57402,0,30355,30878,0
qd,rfbt.0,600,57402,0,30891,34036,0
qd,rfbt.0,600,57402,0,34050,36431,0
qd,rfbt.0,600,57402,0,36444,40946,0
qd,rfbt.0,600,57402,0,40959,43394,0
qd,rfbt.0,600,57402,0,43407,45565,0
qd,rfbt.0,600,57402,0,45579,46558,0
qd,rfbt.0,600,57402,0,46571,47691,0
qd,rfbt.0,600,57402,0,47704,55800,0
qd,rfbt.0,600,57402,0,55813,56490,0
qd,rfbt.0,600,57402,0,56503,57402,0
qd,rfbt.0,57417,82638,0,57431,59292,0
qd,rfbt.0,57417,82638,0,59305,59965,0
qd,rfbt.0,57417,82638,0,59979,65862,0
qd,rfbt.0,57417,82638,0,65876,66165,0
qd,rfbt.0,57417,82638,0,66178,68748,0
qd,rfbt.0,57417,82638,0,68762,69538,0
qd,rfbt.0,57417,82638,0,69552,72141,0
qd,rfbt.0,57417,82638,0,72154,77220,0
qd,rfbt.0,57417,82638,0,77233,79021,0
qd,rfbt.0,57417,82638,0,79034,82638,0
qd,rfbt.0,82653,114101,0,82667,84502,0
qd,rfbt.0,82653,114101,0,84516,85128,0
qd,rfbt.0,82653,114101,0,85142,86201,0
qd,rfbt.0,82653,114101,0,86214,88989,0
qd,rfbt.0,82653,114101,0,89003,95063,0
qd,rfbt.0,82653,114101,0,95077,95798,0
qd,rfbt.0,82653,114101,0,95812,96716,0
qd,rfbt.0,82653,114101,0,96729,98444,0
qd,rfbt.0,82653,114101,0,98458,106063,0
qd,rfbt.0,82653,114101,0,106077,111616,0
qd,rfbt.0,82653,114101,0,111630,114101,0
qd,rfbt.0,114116,155690,0,114130,116976,0
qd,rfbt.0,114116,155690,0,116989,118131,0
qd,rfbt.0,114116,155690,0,118145,119544,0
qd,rfbt.0,114116,155690,0,119557,121093,0
qd,rfbt.0,114116,155690,0,121107,122560,0
qd,rfbt.0,114116,155690,0,122574,124445,0
qd,rfbt.0,114116,155690,0,124459,134313,0
qd,rfbt.0,114116,155690,0,134326,134820,0
qd,rfbt.0,114116,155690,0,134833,137584,0
qd,rfbt.0,114116,155690,0,137598,138651,0
qd,rfbt.0,114116,155690,0,138664,139386,0
qd,rfbt.0,114116,155690,0,139399,141485,0
qd,rfbt.0,114116,155690,0,141498,141907,0
qd,rfbt.0,114116,155690,0,141920,147312,0
qd,rfbt.0,114116,155690,0,147326,151521,0
qd,rfbt.0,114116,155690,0,151534,152028,0
qd,rfbt.0,114116,155690,0,152042,154167,0
qd,rfbt.0,114116,155690,0,154181,154453,0
qd,rfbt.0,114116,155690,0,154466,155000,0
qd,rfbt.0,114116,155690,0,155013,155690,0
