corpus,drama,figure_surface,figure_id,Gender,Age
qd,vnj5.0,SHERIFF,sheriff,,
qd,vnj5.0,NORTHUMBERLAND,northumberland,,
qd,vnj5.0,BARDOLPH,bardolph,,
qd,vnj5.0,KÄRRNER,erster_kärrner,,
qd,vnj5.0,BOTE 3,bote_3,,
qd,vnj5.0,LADY PERCY,lady_percy,,
qd,vnj5.0,KELLNER,kellner,,
qd,vnj5.0,ZWEITER KÄRRNER,zweiter_kärrner,,
qd,vnj5.0,WESTMORELAND,westmoreland,,
qd,vnj5.0,EDELMANN,edelmann,,
qd,vnj5.0,MORTIMER,mortimer,,
qd,vnj5.0,KÖNIG HEINRICH,könig_heinrich,,
qd,vnj5.0,PRINZ JOHANN,prinz_johann,,
qd,vnj5.0,VERNON,vernon,,
qd,vnj5.0,DIE RÄUBER,die_räuber,,
qd,vnj5.0,BLUNT,blunt,,
qd,vnj5.0,DOUGLAS,douglas,,
qd,vnj5.0,POINS,poins,,
qd,vnj5.0,PETO,peto,,
qd,vnj5.0,WORCESTER,worcester,,
qd,vnj5.0,HAUSKNECHT,hausknecht,,
qd,vnj5.0,PERCY,percy,,
qd,vnj5.0,GADSHILL,gadshill,,
qd,vnj5.0,ERZBISCHOF,erzbischof,,
qd,vnj5.0,FALSTAFF,falstaff,,
qd,vnj5.0,STALLKNECHT,stallknecht,,
qd,vnj5.0,ERSTER REISENDER,erster_reisender,,
qd,vnj5.0,BOTE 1,bote_1,,
qd,vnj5.0,FRANZ,franz,,
qd,vnj5.0,LADY MORTIMER,lady_mortimer,,
qd,vnj5.0,DIE REISENDEN,die_reisenden,,
qd,vnj5.0,GLENDOWER,glendower,,
qd,vnj5.0,BEDIENTER,bedienter,,
qd,vnj5.0,BOTE 2,bote_2,,
qd,vnj5.0,WIRTIN,wirtin,,
qd,vnj5.0,PRINZ HEINRICH,prinz_heinrich,,
