corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,strq.0,Der böse Geist Lumpazivagabundus,de,"Nestroy, Johann",118587080,,,1833,1835,1833,0
