corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,pkx0.0,Maria Magdalene,de,"Hebbel, Friedrich",118547445,,,1843,1844,1846,0
