corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,nmg0.0,leporello,1,
qd,nmg0.0,don_juan,0,
qd,nmg0.0,die_gnomen,18,
qd,nmg0.0,die_anwesenden,14,
qd,nmg0.0,donna_anna,7,
qd,nmg0.0,signor_negro,9,
qd,nmg0.0,der_ritter,6,
qd,nmg0.0,erster_gnom,16,
qd,nmg0.0,zweiter_herr,11,
qd,nmg0.0,der_diener,12,
qd,nmg0.0,zweiter_gnom,17,
qd,nmg0.0,signor_rubio,8,
qd,nmg0.0,gasparo,13,
qd,nmg0.0,der_priester,15,
qd,nmg0.0,faust,5,
qd,nmg0.0,erster_herr,10,
qd,nmg0.0,don_octavio,3,
qd,nmg0.0,lisette,4,
qd,nmg0.0,der_gouverneur,2,
