corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,rhnx.0,358,5628,0,372,5628,0
qd,rhnx.0,5643,15163,0,5657,7275,0
qd,rhnx.0,5643,15163,0,7288,15163,0
qd,rhnx.0,15180,18914,0,15194,18914,0
qd,rhnx.0,18930,21128,0,18944,21128,0
qd,rhnx.0,21143,38089,0,21157,38089,0
