corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vmwh.0,viola,18,
qd,vmwh.0,junker_tobias,9,
qd,vmwh.0,priester,14,
qd,vmwh.0,erster_gerichtsdiener_2,6,
qd,vmwh.0,zweiter_gerichtsdiener,5,
qd,vmwh.0,narr,12,
qd,vmwh.0,schiffshauptmann,15,
qd,vmwh.0,valentin,17,
qd,vmwh.0,fabio,3,
qd,vmwh.0,antonio,0,
qd,vmwh.0,junker_christoph,8,
qd,vmwh.0,bedienter,1,
qd,vmwh.0,erster_gerichtsdiener_1,4,
qd,vmwh.0,sebastian,16,
qd,vmwh.0,olivia,13,
qd,vmwh.0,maria,11,
qd,vmwh.0,herzog,7,
qd,vmwh.0,curio,2,
qd,vmwh.0,malvolio,10,
