corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,x34j.0,Frühlings Erwachen,de,"Wedekind, Frank",118629867,,,0,0,0,0
