corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,t976.0,1592,46652,0,1606,5098,0
qd,t976.0,1592,46652,0,5111,5348,0
qd,t976.0,1592,46652,0,5361,16301,0
qd,t976.0,1592,46652,0,16315,18655,0
qd,t976.0,1592,46652,0,18668,20507,0
qd,t976.0,1592,46652,0,20520,22232,0
qd,t976.0,1592,46652,0,22246,23998,0
qd,t976.0,1592,46652,0,24011,31344,0
qd,t976.0,1592,46652,0,31357,31811,0
qd,t976.0,1592,46652,0,31825,35468,0
qd,t976.0,1592,46652,0,35482,40215,0
qd,t976.0,1592,46652,0,40229,41280,0
qd,t976.0,1592,46652,0,41294,46652,0
qd,t976.0,46667,87454,0,46681,49087,0
qd,t976.0,46667,87454,0,49100,50229,0
qd,t976.0,46667,87454,0,50243,55169,0
qd,t976.0,46667,87454,0,55182,58894,0
qd,t976.0,46667,87454,0,58907,60627,0
qd,t976.0,46667,87454,0,60640,66266,0
qd,t976.0,46667,87454,0,66280,72879,0
qd,t976.0,46667,87454,0,72892,76532,0
qd,t976.0,46667,87454,0,76545,78120,0
qd,t976.0,46667,87454,0,78134,79235,0
qd,t976.0,46667,87454,0,79249,82722,0
qd,t976.0,46667,87454,0,82736,84173,0
qd,t976.0,46667,87454,0,84186,87454,0
qd,t976.0,87470,118862,0,87484,90153,0
qd,t976.0,87470,118862,0,90166,95442,0
qd,t976.0,87470,118862,0,95455,96462,0
qd,t976.0,87470,118862,0,96475,102650,0
qd,t976.0,87470,118862,0,102663,107679,0
qd,t976.0,87470,118862,0,107693,112862,0
qd,t976.0,87470,118862,0,112875,118862,0
