corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,jn6f.0,altlechner,17,
qd,jn6f.0,marthe,7,
qd,jn6f.0,grossbauer,11,
qd,jn6f.0,veit,2,
qd,jn6f.0,loisl,1,
qd,jn6f.0,ursel,21,
qd,jn6f.0,josepha,18,
qd,jn6f.0,michl,0,
qd,jn6f.0,einige,19,
qd,jn6f.0,martin,3,
qd,jn6f.0,die_bursche,5,
qd,jn6f.0,bauern,10,
qd,jn6f.0,klaus,15,
qd,jn6f.0,liesel,9,
qd,jn6f.0,mehrere_weiber,22,
qd,jn6f.0,steinklopferhanns,4,
qd,jn6f.0,tobias,20,
qd,jn6f.0,mehrere,12,
qd,jn6f.0,chor,14,
qd,jn6f.0,sepp,6,
qd,jn6f.0,mathies,16,
qd,jn6f.0,anton,8,
qd,jn6f.0,brenninger,13,
