corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,rdgt.0,3601,28231,0,3615,4372,0
qd,rdgt.0,3601,28231,0,4385,8242,0
qd,rdgt.0,3601,28231,0,8255,12428,0
qd,rdgt.0,3601,28231,0,12441,16308,0
qd,rdgt.0,3601,28231,0,16322,18268,0
qd,rdgt.0,3601,28231,0,18281,28231,0
qd,rdgt.0,28246,67316,0,28260,30446,0
qd,rdgt.0,28246,67316,0,30459,33673,0
qd,rdgt.0,28246,67316,0,33687,38459,0
qd,rdgt.0,28246,67316,0,38472,39352,0
qd,rdgt.0,28246,67316,0,39365,41630,0
qd,rdgt.0,28246,67316,0,41644,42725,0
qd,rdgt.0,28246,67316,0,42738,43375,0
qd,rdgt.0,28246,67316,0,43388,48202,0
qd,rdgt.0,28246,67316,0,48216,60706,0
qd,rdgt.0,28246,67316,0,60720,62452,0
qd,rdgt.0,28246,67316,0,62465,64647,0
qd,rdgt.0,28246,67316,0,64661,67316,0
