corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,sjhr.0,782,47707,0,782,47707,0
qd,sjhr.0,47720,97055,0,47720,97055,0
qd,sjhr.0,97068,155259,0,97068,155259,0
qd,sjhr.0,155272,189459,0,155272,189459,0
qd,sjhr.0,189472,215362,0,189472,215362,0
