corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,t97f.0,nachtigall,18,
qd,t97f.0,alle_dichter,20,
qd,t97f.0,narr,6,
qd,t97f.0,vipria,8,
qd,t97f.0,apollo,22,
qd,t97f.0,volk,5,
qd,t97f.0,chor,0,
qd,t97f.0,ein_dichter,19,
qd,t97f.0,affriduro,1,
qd,t97f.0,spengler,15,
qd,t97f.0,fremder,16,
qd,t97f.0,arrogantia,9,
qd,t97f.0,odi,2,
qd,t97f.0,mehrere_gäste,12,
qd,t97f.0,zauberschwestern,21,
qd,t97f.0,kellner,17,
qd,t97f.0,die_phantasie,11,
qd,t97f.0,schuster,14,
qd,t97f.0,mehrere,4,
qd,t97f.0,amphio,10,
qd,t97f.0,distichon,3,
qd,t97f.0,wirt,13,
qd,t97f.0,hermione,7,
