corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,nm2b.0,der_diener,11,
qd,nm2b.0,herr_glaubeleicht,14,
qd,nm2b.0,jungfer_luischen,0,
qd,nm2b.0,cathrine,1,
qd,nm2b.0,herr_liebmann,5,
qd,nm2b.0,jacob,13,
qd,nm2b.0,herr_von_muckersdorff,8,
qd,nm2b.0,herr_scheinfromm,6,
qd,nm2b.0,frau_zanckenheimin,9,
qd,nm2b.0,frau_ehrlichen,12,
qd,nm2b.0,frau_glaubeleichtin,2,
qd,nm2b.0,frau_bettelsackin,7,
qd,nm2b.0,frau_seuffzerin,10,
qd,nm2b.0,der_advocat,15,
qd,nm2b.0,herr_wackermann,4,
qd,nm2b.0,jungfer_dorchen,3,
