corpus,drama,figure_surface,figure_id,Gender,Age
qd,k1fb.0,ANWALT DER SCHLECHTEN SACHE,anwalt_der_schlechten_sache,,
qd,k1fb.0,PHEIDIPPIDES,pheidippides,,
qd,k1fb.0,ZWEITER HALBCHOR,zweiter_halbchor,,
qd,k1fb.0,STIMME AUS DER HÖHE,sokrates,,
qd,k1fb.0,SCHOLAR 1,scholar_1,,
qd,k1fb.0,CHOR,chor,,
qd,k1fb.0,STREPSIADES,strepsiades,,
qd,k1fb.0,SKLAVE,sklave,,
qd,k1fb.0,AMYNIAS,amynias,,
qd,k1fb.0,CHORFÜHRERIN,chorführerin,,
qd,k1fb.0,SCHOLAR 2,scholar_2,,
qd,k1fb.0,CHAIREPHON,chairephon,,
qd,k1fb.0,ERSTER HALBCHOR,erster_halbchor,,
qd,k1fb.0,PASIAS,pasias,,
qd,k1fb.0,ANWALT DER GUTEN SACHE,anwalt_der_guten_sache,,
