corpus,drama,figure_surface,figure_id,Gender,Age
qd,s8bv.0,POMPIER,pompier,,
qd,s8bv.0,WEIGENAND,weigenand,,
qd,s8bv.0,LIESCHEN,lieschen,,
qd,s8bv.0,DAPPELIUS,dappelius,,
qd,s8bv.0,KNORZHEIMER,knorzheimer,,
qd,s8bv.0,EINE STIMME,eine_stimme,,
qd,s8bv.0,CORNET,der_cornet,,
qd,s8bv.0,MILLER,miller,,
qd,s8bv.0,LEIMPFANN,leimpfann,,
qd,s8bv.0,MEHRERE ANDERE,mehrere_andere,,
qd,s8bv.0,SCHMUTTLER,schmuttler,,
qd,s8bv.0,EPPELMEIER,eppelmeier,,
qd,s8bv.0,CAPITAIN,capitain,,
qd,s8bv.0,TAMBOUR,tambour,,
qd,s8bv.0,GRETCHEN,gretchen,,
qd,s8bv.0,BUCHDRUCKER,buchdrucker,,
