corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,n750.0,316,43072,0,330,6755,0
qd,n750.0,316,43072,0,6769,7983,0
qd,n750.0,316,43072,0,7996,10944,0
qd,n750.0,316,43072,0,10957,13282,0
qd,n750.0,316,43072,0,13296,15145,0
qd,n750.0,316,43072,0,15158,20495,0
qd,n750.0,316,43072,0,20508,21008,0
qd,n750.0,316,43072,0,21021,25395,0
qd,n750.0,316,43072,0,25408,32221,0
qd,n750.0,316,43072,0,32234,35749,0
qd,n750.0,316,43072,0,35763,41069,0
qd,n750.0,316,43072,0,41082,43072,0
qd,n750.0,43087,95181,0,43101,48707,0
qd,n750.0,43087,95181,0,48721,52354,0
qd,n750.0,43087,95181,0,52367,56855,0
qd,n750.0,43087,95181,0,56869,59947,0
qd,n750.0,43087,95181,0,59961,60396,0
qd,n750.0,43087,95181,0,60410,61338,0
qd,n750.0,43087,95181,0,61351,64417,0
qd,n750.0,43087,95181,0,64430,66855,0
qd,n750.0,43087,95181,0,66868,68485,0
qd,n750.0,43087,95181,0,68498,69480,0
qd,n750.0,43087,95181,0,69491,71749,0
qd,n750.0,43087,95181,0,71762,72337,0
qd,n750.0,43087,95181,0,72349,72993,0
qd,n750.0,43087,95181,0,73006,78787,0
qd,n750.0,43087,95181,0,78800,79812,0
qd,n750.0,43087,95181,0,79825,84229,0
qd,n750.0,43087,95181,0,84242,84761,0
qd,n750.0,43087,95181,0,84772,85412,0
qd,n750.0,43087,95181,0,85425,88992,0
qd,n750.0,43087,95181,0,89005,89819,0
qd,n750.0,43087,95181,0,89833,95181,0
qd,n750.0,95196,145773,0,95210,97220,0
qd,n750.0,95196,145773,0,97233,98566,0
qd,n750.0,95196,145773,0,98579,103007,0
qd,n750.0,95196,145773,0,103021,104577,0
qd,n750.0,95196,145773,0,104590,108185,0
qd,n750.0,95196,145773,0,108198,108684,0
qd,n750.0,95196,145773,0,108697,112259,0
qd,n750.0,95196,145773,0,112272,112697,0
qd,n750.0,95196,145773,0,112708,116470,0
qd,n750.0,95196,145773,0,116483,120367,0
qd,n750.0,95196,145773,0,120380,122087,0
qd,n750.0,95196,145773,0,122100,126416,0
qd,n750.0,95196,145773,0,126429,127059,0
qd,n750.0,95196,145773,0,127072,132629,0
qd,n750.0,95196,145773,0,132642,132924,0
qd,n750.0,95196,145773,0,132935,135526,0
qd,n750.0,95196,145773,0,135539,138597,0
qd,n750.0,95196,145773,0,138610,141365,0
qd,n750.0,95196,145773,0,141378,142699,0
qd,n750.0,95196,145773,0,142712,145773,0
