corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vrdc.0,eiler,2,
qd,vrdc.0,madame_vogelsang,6,
qd,vrdc.0,madame_pfeil,3,
qd,vrdc.0,madame_herz,7,
qd,vrdc.0,mademoiselle_silberklang,8,
qd,vrdc.0,puf,0,
qd,vrdc.0,frank,1,
qd,vrdc.0,herz,5,
qd,vrdc.0,monsieur_vogelsang,9,
qd,vrdc.0,madame_krone,4,
