corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,x3bf.0,543,6294,0,543,6294,0
qd,x3bf.0,6308,43675,0,6308,43675,0
qd,x3bf.0,43689,92820,0,43689,92820,0
qd,x3bf.0,92834,131328,0,92834,131328,0
